sample	strain	lineage	accession	chromosome	length	source	vni_subdivision	dataset	samples_in_lineage	samples_in_dataset_lineage	total_samples	norm_chrom_mean	norm_chrom_median	total_cnv_size	n_cnvs	first	last	mean_cnv_depth	median_cnv_depth	repeat_size	dup_coverage_percent	dup_span_size	dup_span_percent	dup_repeat_percent
ERS1142700	20427_2#9	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-32	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-32	Ashton	853	668	1055	1.02	1	38500	1	7001	45500	2.22	2.22	3361	2.12	38499	2.12	0.19
ERS1142700	20427_2#9	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1	4000	1	164001	168000	2	2	3807	0.29	3999	0.29	0.27
ERS1142700	20427_2#9	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-32	Ashton	853	668	1055	1.03	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-32	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003831.1	chr12	774062	Clinical	VNIa-32	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003832.1	chr13	756744	Clinical	VNIa-32	Ashton	853	668	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142700	20427_2#9	VNI	CP003833.2	chr14	942867	Clinical	VNIa-32	Ashton	853	668	1055	1.02	1.03	867	1	942001	942867	0	0	867	0.09	866	0.09	0.09
ERS1142701	20427_2#10	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.98	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.16	0.97	7000	1	274501	281500	49.31	49.31	4210	0.43	6999	0.43	0.26
ERS1142701	20427_2#10	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	4000	1	164001	168000	1.95	1.95	3807	0.29	3999	0.29	0.27
ERS1142701	20427_2#10	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.06	1.06	12500	3	5001	1160500	1.38	1.67	3295	1.05	1155499	97.36	0.28
ERS1142701	20427_2#10	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	9000	2	5501	586000	2.16	2.16	2545	0.85	580499	54.77	0.24
ERS1142701	20427_2#10	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	1	1	3000	1	10001	13000	1.52	1.52	60	0.19	2999	0.19	0
ERS1142701	20427_2#10	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.11	1.09	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142701	20427_2#10	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.08	1.06	9500	1	741501	751000	3.21	3.21	4628	1.26	9499	1.26	0.61
ERS1142701	20427_2#10	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.03	7500	1	925001	932500	1.7	1.7	1247	0.8	7499	0.8	0.13
ERS1142702	20427_2#11	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.16	0.98	7000	1	274501	281500	48.54	48.54	4210	0.43	6999	0.43	0.26
ERS1142702	20427_2#11	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.05	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142702	20427_2#11	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	5000	1	742501	747500	2.34	2.34	2623	0.66	4999	0.66	0.35
ERS1142702	20427_2#11	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142703	20427_2#12	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	0.99	0.95	73000	5	25501	2263000	2.55	1.7	1979	3.19	2237499	97.64	0.09
ERS1142703	20427_2#12	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.14	0.89	54500	4	1001	1619000	14.8	1.81	5017	3.36	1617999	99.77	0.31
ERS1142703	20427_2#12	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.03	65500	2	10501	1571000	1.82	1.82	2041	4.16	1560499	99.07	0.13
ERS1142703	20427_2#12	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.08	1.05	53500	2	10501	1055000	1.77	1.77	5370	4.93	1044499	96.28	0.5
ERS1142703	20427_2#12	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1	0.97	63500	7	21001	1808500	1.6	1.61	5810	3.5	1787499	98.49	0.32
ERS1142703	20427_2#12	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1	50500	2	3501	1416000	1.76	1.76	999	3.55	1412499	99.3	0.07
ERS1142703	20427_2#12	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1	56500	5	7001	1397000	1.77	1.81	5143	4.04	1389999	99.32	0.37
ERS1142703	20427_2#12	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.03	71500	2	14001	1389000	1.88	1.88	3992	5.11	1374999	98.31	0.29
ERS1142703	20427_2#12	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.1	1.05	77500	2	11001	1161500	1.85	1.85	4236	6.53	1150499	96.94	0.36
ERS1142703	20427_2#12	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.1	1.05	82500	2	3501	1051500	1.82	1.82	9557	7.78	1047999	98.87	0.9
ERS1142703	20427_2#12	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.03	61000	7	12001	1541000	1.82	1.72	5054	3.91	1528999	97.89	0.32
ERS1142703	20427_2#12	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.23	1.13	81000	3	23501	774000	2.72	1.99	4274	10.46	750499	96.96	0.55
ERS1142703	20427_2#12	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.09	1.03	73000	2	8501	739500	1.83	1.83	3697	9.65	730999	96.6	0.49
ERS1142703	20427_2#12	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.08	1.03	62367	4	1001	942867	1.67	1.73	11869	6.61	941866	99.89	1.26
ERS1142704	20427_2#13	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Ashton	853	668	1055	1.01	0.97	11000	1	339501	350500	6.64	6.64	0	0.48	10999	0.48	0
ERS1142704	20427_2#13	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Ashton	853	668	1055	1.25	0.97	7500	1	274001	281500	69.68	69.68	4710	0.46	7499	0.46	0.29
ERS1142704	20427_2#13	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Ashton	853	668	1055	1	1	3000	1	475001	478000	2.34	2.34	810	0.17	2999	0.17	0.04
ERS1142704	20427_2#13	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	7000	1	4001	11000	2.73	2.73	3512	0.59	6999	0.59	0.3
ERS1142704	20427_2#13	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	5000	1	582001	587000	4.14	4.14	2535	0.47	4999	0.47	0.24
ERS1142704	20427_2#13	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142704	20427_2#13	VNI	CP003832.1	chr13	756744	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	4500	1	743501	748000	1.79	1.79	2190	0.59	4499	0.59	0.29
ERS1142704	20427_2#13	VNI	CP003833.2	chr14	942867	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	5500	1	924501	930000	2.43	2.43	47	0.58	5499	0.58	0
ERS1142705	20427_2#14	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.13	0.92	6500	1	274501	281000	51.65	51.65	3735	0.4	6499	0.4	0.23
ERS1142705	20427_2#14	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	4000	1	1533001	1537000	6.53	6.53	312	0.25	3999	0.25	0.02
ERS1142705	20427_2#14	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.05	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	0.99	0.98	8500	1	1533001	1541500	2.66	2.66	391	0.54	8499	0.54	0.03
ERS1142705	20427_2#14	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.08	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142705	20427_2#14	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.07	1.05	8000	1	742501	750500	2.97	2.97	4128	1.06	7999	1.06	0.55
ERS1142705	20427_2#14	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Ashton	853	668	1055	1	0.97	11000	1	339501	350500	6.85	6.85	0	0.48	10999	0.48	0
ERS1142706	20949_2#3	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Ashton	853	668	1055	1.27	0.94	7500	1	274001	281500	86.71	86.71	4710	0.46	7499	0.46	0.29
ERS1142706	20949_2#3	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Ashton	853	668	1055	0.97	0.97	3000	1	475001	478000	2.53	2.53	810	0.17	2999	0.17	0.04
ERS1142706	20949_2#3	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Ashton	853	668	1055	0.99	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Ashton	853	668	1055	1.07	1.05	10000	1	2001	12000	3.15	3.15	5924	0.84	9999	0.84	0.5
ERS1142706	20949_2#3	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Ashton	853	668	1055	1.07	1.05	6500	3	582001	1048000	2.9	1.67	3035	0.61	465999	43.96	0.29
ERS1142706	20949_2#3	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Ashton	853	668	1055	0.99	0.98	3000	1	1534001	1537000	1.63	1.63	0	0.19	2999	0.19	0
ERS1142706	20949_2#3	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Ashton	853	668	1055	1.1	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142706	20949_2#3	VNI	CP003832.1	chr13	756744	Clinical	VNIa-93	Ashton	853	668	1055	1.06	1.06	6500	1	742501	749000	1.88	1.88	3531	0.86	6499	0.86	0.47
ERS1142706	20949_2#3	VNI	CP003833.2	chr14	942867	Clinical	VNIa-93	Ashton	853	668	1055	1.06	1.05	7000	2	4001	930000	2.02	2.02	47	0.74	925999	98.21	0
ERS1142707	20427_2#15	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1	11000	1	339501	350500	6.16	6.16	0	0.48	10999	0.48	0
ERS1142707	20427_2#15	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Ashton	853	668	1055	1.19	1	7500	1	274001	281500	55.4	55.4	4710	0.46	7499	0.46	0.29
ERS1142707	20427_2#15	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Ashton	853	668	1055	1.12	1.11	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Ashton	853	668	1055	0.97	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Ashton	853	668	1055	1	1	3000	1	475001	478000	2.05	2.05	810	0.17	2999	0.17	0.04
ERS1142707	20427_2#15	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Ashton	853	668	1055	1	1	6000	1	4501	10500	2.45	2.45	2512	0.51	5999	0.51	0.21
ERS1142707	20427_2#15	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	5000	1	582001	587000	4.53	4.53	2535	0.47	4999	0.47	0.24
ERS1142707	20427_2#15	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Ashton	853	668	1055	1.07	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003832.1	chr13	756744	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142707	20427_2#15	VNI	CP003833.2	chr14	942867	Clinical	VNIa-93	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142708	20949_2#4	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.96	0.94	23500	4	13501	2270500	1.75	1.71	78	1.03	2256999	98.49	0
ERS1142708	20949_2#4	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.14	0.94	41500	6	501	1620000	8.77	1.71	4250	2.56	1619499	99.87	0.26
ERS1142708	20949_2#4	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1	39500	4	10501	1571000	3.73	1.66	1812	2.51	1560499	99.07	0.12
ERS1142708	20949_2#4	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.1	1.08	60500	4	18501	1076000	1.71	1.71	1584	5.58	1057499	97.48	0.15
ERS1142708	20949_2#4	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	32500	6	7501	1807500	1.7	1.71	3493	1.79	1799999	99.17	0.19
ERS1142708	20949_2#4	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.06	1.04	43500	3	4001	1418500	1.69	1.76	1227	3.06	1414499	99.44	0.09
ERS1142708	20949_2#4	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.05	1.04	51000	3	7001	1397500	1.79	1.74	4741	3.64	1390499	99.36	0.34
ERS1142708	20949_2#4	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.04	43000	2	14001	1389000	1.71	1.71	3094	3.07	1374999	98.31	0.22
ERS1142708	20949_2#4	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.1	1.06	75000	2	4501	1161500	1.77	1.77	6957	6.32	1156999	97.49	0.59
ERS1142708	20949_2#4	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.11	1.08	65500	8	2501	1051500	1.78	1.66	11187	6.18	1048999	98.97	1.06
ERS1142708	20949_2#4	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	1.01	0.98	34000	2	9001	1541500	1.8	1.8	989	2.18	1532499	98.11	0.06
ERS1142708	20949_2#4	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.19	1.13	70000	3	17501	774000	1.8	1.79	1477	9.04	756499	97.73	0.19
ERS1142708	20949_2#4	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.18	1.11	64500	2	11501	752000	1.79	1.79	7829	8.52	740499	97.85	1.03
ERS1142708	20949_2#4	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.11	1.08	54500	3	1501	933000	1.66	1.71	2887	5.78	931499	98.79	0.31
ERS1142709	20427_2#16	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.16	0.97	7000	1	274501	281500	49.76	49.76	4210	0.43	6999	0.43	0.26
ERS1142709	20427_2#16	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	4000	1	1533001	1537000	6.42	6.42	312	0.25	3999	0.25	0.02
ERS1142709	20427_2#16	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	4000	1	582501	586500	2.43	2.43	2196	0.38	3999	0.38	0.21
ERS1142709	20427_2#16	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.07	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142709	20427_2#16	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.05	1.05	8000	1	742501	750500	2.94	2.94	4128	1.06	7999	1.06	0.55
ERS1142709	20427_2#16	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142710	20949_2#5	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.99	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142710	20949_2#5	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.16	0.98	6500	1	274501	281000	49.76	49.76	3735	0.4	6499	0.4	0.23
ERS1142710	20949_2#5	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	4000	1	1533001	1537000	12.02	12.02	312	0.25	3999	0.25	0.02
ERS1142710	20949_2#5	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142710	20949_2#5	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
